BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,875,19, ,D4,"81 IRVING PLACE, 7A/7B", ,10003,0,0,0,0,0,1930, 	2 ,D4, $	-   ,1/23/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,875,19, ,D4,"81 IRVING PLACE, 12H", ,10003,0,0,0,0,0,1930, 	2 ,D4, $	-   ,4/20/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,875,25, ,D4,"82 IRVING PLACE, 2B", ,10003,0,0,0,0,0,1950, 	2 ,D4," $	615,000 ",9/5/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,875,47, ,D4,"32 GRAMERCY PARK SOUTH, 9M", ,10003,0,0,0,0,0,1956, 	2 ,D4," $	1,150,000 ",7/19/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,875,47, ,D4,"32 GRAMERCY PARK SOUTH, 5C", ,10003,0,0,0,0,0,1956, 	2 ,D4," $	650,000 ",7/24/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,875,47, ,D4,"32 GRAMERCY PARK SOUTH, 14A", ,10003,0,0,0,0,0,1956, 	2 ,D4," $	2,150,000 ",8/9/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,875,47, ,D4,"32 GRAMERCY PARK SOUTH, 16BD", ,10003,0,0,0,0,0,1956, 	2 ,D4," $	2,775,000 ",9/19/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,875,47, ,D4,"32 GRAMERCY PARK SOUTH, 15J", ,10003,0,0,0,0,0,1956, 	2 ,D4," $	1,050,000 ",9/22/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,875,47, ,D4,"32 GRAMERCY PARK SOUTH, 9J", ,10003,0,0,0,0,0,1956, 	2 ,D4," $	1,060,000 ",9/27/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,875,47, ,D4,"32 GRAMERCY PARK SOUTH, 12K", ,10003,0,0,0,0,0,1956, 	2 ,D4," $	665,000 ",10/19/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,875,47, ,D4,"32 GRAMERCY PARK SOUTH, 12H", ,10003,0,0,0,0,0,1956, 	2 ,D4, $	-   ,12/14/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,875,47, ,D4,"32 GRAMERCY PARK SOUTH, 11B", ,10003,0,0,0,0,0,1956, 	2 ,D4," $	775,000 ",12/15/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,875,47, ,D4,"32 GRAMERCY PARK SOUTH, 6L", ,10003,0,0,0,0,0,1956, 	2 ,D4," $	1,050,000 ",2/9/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,875,47, ,D4,"32 GRAMERCY PARK SOUTH, 7F", ,10003,0,0,0,0,0,1956, 	2 ,D4," $	835,000 ",3/7/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,875,47, ,D4,"32 GRAMERCY PARK SOUTH, 5D", ,10003,0,0,0,0,0,1956, 	2 ,D4, $	-   ,4/24/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,875,47, ,D4,"32 GRAMERCY PARK SOUTH, 8J", ,10003,0,0,0,0,0,1956, 	2 ,D4," $	985,000 ",5/17/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,875,55, ,D4,"26 GRAMERCY PARK SOUTH, 9B", ,10003,0,0,0,0,0,1903, 	2 ,D4," $	565,000 ",12/18/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,875,55, ,D4,"26 GRAMERCY PARK SOUTH, 6F", ,10003,0,0,0,0,0,1903, 	2 ,D4," $	575,000 ",1/18/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,875,55, ,D4,"26 GRAMERCY PARK SOUTH, 9A", ,10003,0,0,0,0,0,1903, 	2 ,D4," $	851,500 ",5/7/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,875,56, ,D4,"24 GRAMERCY PARK SOUTH, 8N/9W", ,10003,0,0,0,0,0,1935, 	2 ,D4," $	12,873,554 ",8/10/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,875,56, ,D4,"24 GRAMERCY PARK SOUTH, 4/5S", ,10003,0,0,0,0,0,1935, 	2 ,D4," $	2,700,000 ",8/11/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,875,56, ,D4,"24 GRAMERCY PARK SOUTH, 9E", ,10003,0,0,0,0,0,1935, 	2 ,D4," $	2,995,000 ",10/19/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2C,876,10, ,D4,"1 GRAMERCY PARK, 2F/2R", ,10003,0,0,0,0,0,1918, 	2 ,D4," $	5,400,000 ",2/15/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,876,18, ,D4,"34 GRAMERCY PARK EAST, 8AR", ,10003,0,0,0,0,0,1909, 	2 ,D4," $	3,300,000 ",1/29/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,876,26, ,D4,"38 GRAMERCY PARK NORTH, 4D", ,10010,0,0,0,0,0,1930, 	2 ,D4," $	900,000 ",12/27/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,876,26, ,D4,"38 GRAMERCY PARK NORTH, 5A", ,10010,0,0,0,0,0,1930, 	2 ,D4," $	975,000 ",2/8/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,877,9, ,D4,"60 GRAMERCY PARK NORTH, 3F", ,10010,0,0,0,0,0,1928, 	2 ,D4," $	995,000 ",7/14/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,877,9, ,D4,"60 GRAMERCY PARK NORTH, 8F", ,10010,0,0,0,0,0,1928, 	2 ,D4," $	999,000 ",8/1/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,877,9, ,D4,"60 GRAMERCY PARK NORTH, 15A", ,10010,0,0,0,0,0,1928, 	2 ,D4," $	4,450,000 ",8/4/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,877,9, ,D4,"60 GRAMERCY PARK NORTH, 3G", ,10010,0,0,0,0,0,1928, 	2 ,D4," $	810,000 ",4/26/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,877,9, ,D4,"60 GRAMERCY PARK NORTH, 2K", ,10010,0,0,0,0,0,1928, 	2 ,D4," $	1,200,000 ",5/24/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,877,9, ,D4,"60 GRAMERCY PARK NORTH, 8A", ,10010,0,0,0,0,0,1928, 	2 ,D4," $	3,700,000 ",6/6/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,877,26, ,D4,"45 GRAMERCY PARK NORTH, 5B", ,10010,0,0,0,0,0,1927, 	2 ,D4," $	5,881,925 ",11/7/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,877,30, ,D4,"44 GRAMERCY PARK NORTH, 4E", ,10010,0,0,0,0,0,1930, 	2 ,D4," $	1,131,500 ",8/23/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,877,30, ,D4,"44 GRAMERCY PARK NORTH, 12A", ,10010,0,0,0,0,0,1930, 	2 ,D4," $	4,400,000 ",1/30/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,877,35, ,D4,"39A GRAMERCY PARK, 1A", ,10010,0,0,0,0,0,1930, 	2 ,D4, $	-   ,9/28/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,877,42, ,D4,"39 GRAMERCY PARK NORTH, 9B", ,10010,0,0,0,0,0,1956, 	2 ,D4," $	460,000 ",1/11/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,877,67, ,D4,"7 LEXINGTON AVENUE, 12B", ,10010,0,0,0,0,0,1951, 	2 ,D4," $	850,000 ",12/27/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,877,67, ,D4,"7 LEXINGTON AVENUE, 7G", ,10010,0,0,0,0,0,1951, 	2 ,D4," $	1,225,000 ",4/27/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,877,67, ,D4,"7 LEXINGTON AVENUE, 2A", ,10010,0,0,0,0,0,1951, 	2 ,D4," $	1,325,000 ",5/1/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,877,74, ,D4,"4 LEXINGTON AVENUE, 9D", ,10010,0,0,0,0,0,1931, 	2 ,D4," $	699,000 ",9/19/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,877,74, ,D4,"4 LEXINGTON AVENUE, 9M", ,10010,0,0,0,0,0,1931, 	2 ,D4," $	400,000 ",9/21/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,877,74, ,D4,"4 LEXINGTON AVENUE, 6E", ,10010,0,0,0,0,0,1931, 	2 ,D4," $	465,000 ",11/17/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,877,74, ,D4,"4 LEXINGTON AVENUE, 15J", ,10010,0,0,0,0,0,1931, 	2 ,D4," $	675,000 ",2/20/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,877,74, ,D4,"4 LEXINGTON AVENUE, HALL", ,10010,0,0,0,0,0,1931, 	2 ,D4," $	35,640 ",2/20/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,877,74, ,D4,"4 LEXINGTON AVENUE, 6J", ,10010,0,0,0,0,0,1931, 	2 ,D4, $	-   ,2/23/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,877,74, ,D4,"4 LEXINGTON AVENUE, 11J", ,10010,0,0,0,0,0,1931, 	2 ,D4," $	350,000 ",4/27/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,877,74, ,D4,"4 LEXINGTON AVENUE, 9B", ,10010,0,0,0,0,0,1931, 	2 ,D4," $	665,000 ",6/27/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,877,84, ,D4,"102 EAST 22ND STREET, 7AB", ,10010,0,0,0,0,0,1928, 	2 ,D4," $	1,525,000 ",7/11/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,877,84, ,D4,"102 EAST 22ND STREET, 2I", ,10010,0,0,0,0,0,1928, 	2 ,D4," $	810,000 ",8/3/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,877,84, ,D4,"102 EAST 22ND STREET, 9E", ,10010,0,0,0,0,0,1928, 	2 ,D4," $	699,000 ",8/10/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,877,84, ,D4,"102 EAST 22ND STREET, 2G", ,10010,0,0,0,0,0,1928, 	2 ,D4," $	750,000 ",12/18/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,877,84, ,D4,"102 EAST 22 STREET, 8I", ,10010,0,0,0,0,0,1928, 	2 ,D4," $	835,000 ",1/3/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,877,84, ,D4,"102 EAST 22ND STREET, 11D", ,10010,0,0,0,0,0,1928, 	2 ,D4," $	1,295,000 ",1/26/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,877,84, ,D4,"102 EAST 22ND   STREET, 2AB", ,10010,0,0,0,0,0,1928, 	2 ,D4," $	1,333,750 ",1/30/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,877,84, ,D4,"102 EAST 22ND STREET, 2E", ,10010,0,0,0,0,0,1928, 	2 ,D4," $	650,000 ",5/16/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,880,19, ,D4,"50 LEXINGTON AVENUE, 6C", ,10010,0,0,0,0,0,1987, 	2 ,D4," $	970,000 ",8/10/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,880,19, ,D4,"50 LEXINGTON AVENUE, 24D", ,10010,0,0,0,0,0,1987, 	2 ,D4," $	1,227,500 ",8/24/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,880,19, ,D4,"50 LEXINGTON AVENUE, 21A", ,10010,0,0,0,0,0,1987, 	2 ,D4," $	665,000 ",10/3/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,880,19, ,D4,"50 LEXINGTON AVENUE, 4B", ,10010,0,0,0,0,0,1987, 	2 ,D4," $	599,000 ",10/5/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,880,19, ,D4,"50 LEXINGTON AVENUE, 7C", ,10010,0,0,0,0,0,1987, 	2 ,D4," $	980,000 ",11/6/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,880,19, ,D4,"50 LEXINGTON AVENUE, 21E", ,10010,0,0,0,0,0,1987, 	2 ,D4," $	1,180,000 ",12/13/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,880,19, ,D4,"50 LEXINGTON AVENUE, 2A", ,10010,0,0,0,0,0,1987, 	2 ,D4, $	-   ,12/14/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,880,19, ,D4,"50 LEXINGTON AVENUE, 12E", ,10010,0,0,0,0,0,1987, 	2 ,D4," $	1,225,000 ",12/21/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,880,19, ,D4,"50 LEXINGTON AVENUE, 27A", ,10010,0,0,0,0,0,1987, 	2 ,D4," $	1,425,000 ",2/20/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,880,19, ,D4,"50 LEXINGTON AVE, 22B", ,10010,0,0,0,0,0,1987, 	2 ,D4," $	650,000 ",3/22/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,880,19, ,D4,"50 LEXINGTON AVENUE, 10F", ,10010,0,0,0,0,0,1987, 	2 ,D4," $	595,000 ",3/30/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,880,19, ,D4,"50 LEXINGTON AVENUE, 27C", ,10010,0,0,0,0,0,1987, 	2 ,D4," $	1,130,000 ",4/26/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,880,19, ,D4,"50 LEXINGTON AVENUE, 12C", ,10010,0,0,0,0,0,1987, 	2 ,D4," $	1,120,000 ",5/17/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,880,42, ,D4,"330 THIRD AVENUE, 18F", ,10010,0,0,0,0,0,1964, 	2 ,D4," $	630,000 ",7/24/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,880,42, ,D4,"330 THIRD AVENUE, 6C", ,10010,0,0,0,0,0,1964, 	2 ,D4," $	1,330,000 ",8/4/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,880,42, ,D4,"330 THIRD AVENUE, 11A", ,10010,0,0,0,0,0,1964, 	2 ,D4," $	740,000 ",8/22/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,880,42, ,D4,"330 THIRD AVENUE, 17L", ,10010,0,0,0,0,0,1964, 	2 ,D4," $	540,000 ",8/30/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,880,42, ,D4,"330 3 AVENUE, 16G", ,10010,0,0,0,0,0,1964, 	2 ,D4," $	1,020,000 ",9/12/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,880,42, ,D4,"330 THIRD AVENUE, 15J", ,10010,0,0,0,0,0,1964, 	2 ,D4," $	560,000 ",4/6/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,880,42, ,D4,"330 THIRD AVENUE, 9K", ,10010,0,0,0,0,0,1964, 	2 ,D4," $	499,900 ",4/18/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,880,42, ,D4,"330 THIRD AVENUE, 15D", ,10010,0,0,0,0,0,1964, 	2 ,D4," $	555,000 ",4/24/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,880,42, ,D4,"330 THIRD AVENUE, 9F", ,10010,0,0,0,0,0,1964, 	2 ,D4," $	645,000 ",4/26/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,880,42, ,D4,"330 THIRD AVENUE, 14C", ,10010,0,0,0,0,0,1964, 	2 ,D4," $	1,015,000 ",5/1/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,880,42, ,D4,"330 THIRD AVENUE, 5J", ,10010,0,0,0,0,0,1964, 	2 ,D4," $	527,500 ",6/8/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,881,47, ,D4,"160 EAST 26TH STREET, 2B", ,10010,0,0,0,0,0,1925, 	2 ,D4," $	511,000 ",7/31/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,881,47, ,D4,"160 EAST 26TH STREET, 4E", ,10010,0,0,0,0,0,1925, 	2 ,D4," $	510,000 ",12/27/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,881,47, ,D4,"160 EAST 26TH STREET, 5G", ,10010,0,0,0,0,0,1925, 	2 ,D4," $	625,499 ",3/5/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,881,47, ,D4,"160 EAST 26TH STREET, 4G", ,10010,0,0,0,0,0,1925, 	2 ,D4," $	623,000 ",6/7/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,882,50, ,D4,"160 EAST 27TH STREET, 10-A", ,10016,0,0,0,0,0,1963, 	2 ,D4," $	751,000 ",7/26/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,882,50, ,D4,"160 EAST 27TH STREET, 7-A", ,10016,0,0,0,0,0,1963, 	2 ,D4," $	765,824 ",7/26/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,882,50, ,D4,"160 EAST 27TH STREET, 2-F", ,10016,0,0,0,0,0,1963, 	2 ,D4," $	717,966 ",11/3/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,882,52, ,D4,"150 EAST 27TH STREET, 2E", ,10016,0,0,0,0,0,1960, 	2 ,D4," $	625,000 ",7/27/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,882,52, ,D4,"150 EAST 27TH STREET, 5K", ,10016,0,0,0,0,0,1960, 	2 ,D4," $	565,000 ",12/6/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,882,52, ,D4,"150 EAST 27TH STREET, 6C", ,10016,0,0,0,0,0,1960, 	2 ,D4," $	410,000 ",6/18/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,883,58, ,D4,"140 EAST 28TH STREET, 3K", ,10016,0,0,0,0,0,1931, 	2 ,D4," $	459,000 ",12/13/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,883,58, ,D4,"140 EAST 28TH STREET, 4G", ,10016,0,0,0,0,0,1931, 	2 ,D4," $	1,370,000 ",12/14/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,883,58, ,D4,"140 EAST 28TH STREET, 6B", ,10016,0,0,0,0,0,1931, 	2 ,D4," $	780,000 ",2/22/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,883,58, ,D4,"140 EAST 28TH STREET, 9F", ,10016,0,0,0,0,0,1931, 	2 ,D4," $	829,000 ",3/21/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,883,58, ,D4,"140 EAST 28TH STREET, 6F", ,10016,0,0,0,0,0,1931, 	2 ,D4," $	740,000 ",4/19/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,883,58, ,D4,"140 EAST 28TH STREET, 1H", ,10016,0,0,0,0,0,1931, 	2 ,D4," $	530,000 ",5/23/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,896,32, ,D4,"230 EAST 15 STREET, 8R", ,10003,0,0,0,0,0,1961, 	2 ,D4," $	499,000 ",7/12/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,896,32, ,D4,"230 EAST 15TH STREET, 6A", ,10003,0,0,0,0,0,1961, 	2 ,D4," $	640,000 ",7/18/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,896,32, ,D4,"230 EAST 15TH STREET, 3K", ,10003,0,0,0,0,0,1961, 	2 ,D4," $	465,000 ",8/16/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,896,32, ,D4,"230 EAST 15TH ST, 6M", ,10003,0,0,0,0,0,1961, 	2 ,D4," $	870,000 ",9/19/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,896,32, ,D4,"230 EAST 15 STREET, 9A", ,10003,0,0,0,0,0,1961, 	2 ,D4," $	705,000 ",9/27/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,896,32, ,D4,"230 EAST 15TH STREET, 6F", ,10003,0,0,0,0,0,1961, 	2 ,D4," $	489,000 ",11/6/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,896,32, ,D4,"230 EAST 15TH STREET, 12E", ,10003,0,0,0,0,0,1961, 	2 ,D4," $	695,000 ",11/14/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,896,32, ,D4,"230 EAST 15TH STREET, 12D", ,10003,0,0,0,0,0,1961, 	2 ,D4," $	954,000 ",11/29/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,896,32, ,D4,"230 EAST 15TH STREET, 7N", ,10003,0,0,0,0,0,1961, 	2 ,D4," $	625,000 ",1/9/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,896,32, ,D4,"230 EAST 15TH STREET, 4H/4J", ,10003,0,0,0,0,0,1961, 	2 ,D4, $	-   ,2/20/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,896,32, ,D4,"230 EAST 15TH STREET, 2F", ,10003,0,0,0,0,0,1961, 	2 ,D4," $	489,000 ",6/20/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,896,39, ,D4,"210 EAST 15TH STREET, PHF", ,10003,0,0,0,0,0,1963, 	2 ,D4," $	1,043,706 ",9/7/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,896,39, ,D4,"210 EAST 15TH STREET, 4D", ,10003,0,0,0,0,0,1963, 	2 ,D4," $	635,000 ",9/14/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,896,39, ,D4,"210 EAST 15TH STREET, 10L", ,10003,0,0,0,0,0,1963, 	2 ,D4," $	860,000 ",10/26/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,896,39, ,D4,"210 EAST 15TH STREET, 1H/J", ,10003,0,0,0,0,0,1963, 	2 ,D4," $	1,470,000 ",1/5/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,896,39, ,D4,"210 EAST 15TH STREET, 7G/F", ,10003,0,0,0,0,0,1963, 	2 ,D4," $	1,272,500 ",1/22/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,896,39, ,D4,"210 EAST 15TH STREET, 3HJK", ,10003,0,0,0,0,0,1963, 	2 ,D4," $	2,525,000 ",3/12/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,896,39, ,D4,"210 EAST 15TH STREET, 5L", ,10003,0,0,0,0,0,1963, 	2 ,D4," $	790,000 ",3/14/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,896,39, ,D4,"210 EAST 15TH STREET, 4A", ,10003,0,0,0,0,0,1963, 	2 ,D4," $	695,000 ",3/28/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,896,39, ,D4,"210 E. 15TH STREET, 5G", ,10003,0,0,0,0,0,1963, 	2 ,D4," $	570,000 ",5/17/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,896,39, ,D4,"210 EAST 15 STREET, 8D", ,10003,0,0,0,0,0,1963, 	2 ,D4," $	695,000 ",6/21/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,896,39, ,D4,"210 EAST 15TH STREET, 9C", ,10003,0,0,0,0,0,1963, 	2 ,D4," $	800,000 ",6/21/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,897,1, ,D4,"201 EAST 15TH STREET, 3D", ,10003,0,0,0,0,0,1960, 	2 ,D4," $	730,000 ",8/8/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,897,1, ,D4,"201 EAST 15TH STREET, 2D", ,10003,0,0,0,0,0,1960, 	2 ,D4," $	944,495 ",10/6/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,897,1, ,D4,"201 EAST 15TH STREET, 7E", ,10003,0,0,0,0,0,1960, 	2 ,D4," $	1,550,000 ",12/28/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,897,1, ,D4,"201 EAST 15TH ST, 2B", ,10003,0,0,0,0,0,1960, 	2 ,D4," $	1,500,000 ",1/18/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,897,35, ,D4,"200 EAST 16TH STREET, 14M", ,10003,0,0,0,0,0,1930, 	2 ,D4," $	575,000 ",7/13/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,897,35, ,D4,"200 EAST 16TH STREET, 5M", ,10003,0,0,0,0,0,1930, 	2 ,D4," $	625,000 ",9/26/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,897,35, ,D4,"200 EAST 16TH STREET, 2E", ,10003,0,0,0,0,0,1930, 	2 ,D4," $	555,000 ",10/11/17
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,897,35, ,D4,"157 3 AVENUE, 4D", ,10003,0,0,0,0,0,1930, 	2 ,D4," $	98,279 ",1/19/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,897,35, ,D4,"200 EAST 16TH STREET, 17E", ,10003,0,0,0,0,0,1930, 	2 ,D4," $	1,250,000 ",3/15/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,897,35, ,D4,"200 EAST 16TH STREET, 16L", ,10003,0,0,0,0,0,1930, 	2 ,D4," $	890,000 ",4/5/18
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,898,1, ,D4,"201 EAST 17TH STREET, 15C", ,10003,0,0,0,0,0,1973, 	2 ,D4," $	1,430,000 ",8/2/17
